dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
departures,pyteller.persistence.persistence,visshort,12,0,0,0,0,0,0,0,0,0,ERROR,2.038257,71a5f305-f
