dataset,pipeline,signal,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.LSTM.LSTM,x,0,8.478225828390856,86.3865055467472,9.294434116542394,3.00670752057067,50.82873075250328,39.716859067827755,OK,10.34694,e9ad8896-9
