dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
a10,pyteller.LSTM.LSTM,x,12,0,8.468273834547471,86.33702553729917,9.2917719266725,3.0031781577842507,50.741615693571724,39.650065086199035,304.857858043709,0.0,OK,7.741859,0dbff002-e
