dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
ausbeer,pyteller.LSTM.LSTM,x,12,0,32.07340216660186,1959.155210780259,44.26234529236176,0.6659460606982429,7.393003052188692,6.989201735639989,1057.5160222192605,161.27326011161017,OK,30.231787,1a7a9484-3
