dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
ausbeer,pyteller.LSTM.LSTM,x,12,0,0,0,0,0,0,0,0,0,ERROR,1.128169,359581f3-a
