dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.persistence.persistence,x,12,0,0,0,0,0,0,0,ERROR,0.432972,d9619f83-1
