dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,p,d,q,status,elapsed,run_id
goog,pyteller.ARIMA.arima,x,12,0,13.465619576692097,292.60703793642745,17.105760372939503,2.438411592497086,1.7713677763773368,1.7616671292478367,1673.9515423585444,749.8599814460332,mean,1,0,0,OK,107.179317,65c08631-4
