dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,lstm_1_units,dropout_1_rate,lstm_2_units,dropout_2_rate,window_size,status,elapsed,run_id
ausbeer,pyteller.LSTM.LSTM,x,12,0,0,0,0,0,0,0,0,0,mean,375,0.5479780277816436,474,0.06660795977880685,37,ERROR,56.379645,7bb636b7-3
