dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
ausbeer,pyteller.ARIMA.arima,x,12,0,0,0,0,0,0,0,ERROR,5.038202,d9619f83-1
