dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.LSTM.LSTM,x,12,0,11.324838843832758,136.76812962548334,11.694790704646378,4.187442459567476,63.79274765726101,48.086215922524886,OK,26.845426,a0564508-d
