dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
arrivals,pyteller.LSTM.LSTM,NZ,12,0,109.85736961174011,13179.574497588555,114.80232792756668,2.3600463750259086,45.47939203575321,36.695602601398804,OK,60.358676,4692c1b2-2
