dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
ausbeer,pyteller.LSTM.LSTM,x,12,0,32.12201842754556,1970.9998070905465,44.39594358824403,0.6669554892363557,7.4048606889358,6.9955436418999355,1064.736614469687,155.9000857770443,OK,4.385697,5aa14697-8
