dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,lstm_1_units,dropout_1_rate,lstm_2_units,dropout_2_rate,window_size,status,elapsed,run_id
departures,pyteller.LSTM.LSTM,vislong,12,0,5.890584642882361,60.74550526144573,7.793940291113715,1.5340493735489336,32.90100498724315,26.892033427075248,553.1153727968037,0.5995836341381064,mean,80,0.3,80,0.3,5,OK,311.07918,9ead9442-9
