dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
a10,pyteller.LSTM.LSTM,x,12,0,8.46369341045152,86.53575322024516,9.302459525321524,3.0015537618486547,50.698290175532634,39.59840098404946,304.69296277625466,0.0,OK,111.576793,1a7a9484-3
