dataset,pipeline,signal,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.LSTM.LSTM_offset,x,0,0,0,0,0,0,0,ERROR,21.132914,3abc3332-1
