dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
ausbeer,pyteller.persistence.persistence,x,12,0,0,0,0,0,0,0,0,0,ERROR,0.851243,359581f3-a
