dataset,pipeline,signal,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.ARIMA.arima,x,0,0,0,0,0,0,0,ERROR,44.66478,87d681d6-a
