dataset,pipeline,signal,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.persistence.persistence,x,0,2.893399300454546,14.344016106836422,3.7873494830602077,0.9513157737164556,13.508520067187343,12.62480955149401,OK,45.541866,87d681d6-a
