dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,p,d,q,status,elapsed,run_id
ausbeer,pyteller.ARIMA.arima,x,12,0,31.55639615953966,1294.368690978156,35.97733579600018,0.6938786918445623,7.344517003416076,7.4146850742000145,291.1288908380197,466.22461699093213,mean,1,0,0,OK,84.797409,fbb4b5ca-2
