dataset,pipeline,signal,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.LSTM.LSTM_offset,x,0,8.46781594766926,86.45656199255764,9.298202083873937,3.0030157733481495,50.732308244881516,39.63055563563576,OK,8.902144,1a58b439-5
