dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,lstm_1_units,dropout_1_rate,lstm_2_units,dropout_2_rate,window_size,status,elapsed,run_id
ausbeer,pyteller.LSTM.LSTM,x,12,0,0,0,0,0,0,0,0,0,most_frequent,137,0.31740017228604667,478,0.21369411931674048,40,ERROR,184.695086,fbb4b5ca-2
