dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,status,elapsed,run_id
ausbeer,pyteller.persistence.persistence,x,12,0,43.09090909090909,2674.313131313131,51.713761527403236,0.9954995499549956,9.874103792599804,10.085922194985807,377.3333333333333,570.6666666666667,mean,OK,1.234752,7bb636b7-3
