dataset,pipeline,signal,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.ARIMA.arima,x,0,0,0,0,0,0,0,ERROR,4.766208,3abc3332-1
