dataset,pipeline,signal,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.LSTM.LSTM_offset,x,0,8.397965241814076,84.82516945761648,9.210058059405299,2.978244005426061,50.207360979218684,39.337622651669804,OK,20.215459,dd34a900-9
