dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,p,d,q,status,elapsed,run_id
calls,pyteller.ARIMA.arima,x,12,0,30.8005218962582,1491.668410591955,38.62212333096091,1.9987834568600782,19.70215477249945,20.98929071507129,70605.58663015676,99505.69580287732,mean,1,0,0,OK,3100.192472,65c08631-4
