dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,lstm_1_units,dropout_1_rate,lstm_2_units,dropout_2_rate,window_size,status,elapsed,run_id
a10,pyteller.LSTM.LSTM,x,12,0,7.0401595629739795,61.593895539547646,7.848177848363762,2.446291831621599,37.43508492880685,30.82670201694333,168.9638295113755,0.0,most_frequent,489,0.48577634102918676,383,0.4153860859889946,16,OK,106.970823,9ead9442-9
