dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.persistence.persistence,x,12,0,2.7835713008333314,12.53763631486259,3.5408524841996156,1.116581047653273,12.153887153557797,11.322080957402509,OK,2.571097,4692c1b2-2
