dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
calls,pyteller.LSTM.LSTM,x,12,0,24.818939238786697,851.3475495130452,29.17786060548383,2.4375743895236934,34.021178341266,44.686550963953174,OK,70.258249,3816fd86-4
