dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,p,d,q,status,elapsed,run_id
a10,pyteller.ARIMA.arima,x,12,0,4.4053880692699625,26.669103481335977,5.164213733119106,1.4549818901839824,20.88898221454147,18.571136956373213,87.87876844895555,4.634381005713674,mean,1,0,0,OK,121.483938,71a5f305-f
