dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
goog,pyteller.LSTM.LSTM,x,12,0,220.39806220912666,48901.54767066092,221.136943251599,44.77989426946941,31.51633529270023,27.20666570722149,OK,52.134724,3816fd86-4
