dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
arrivals,pyteller.LSTM.LSTM,Japan,12,0,28.14258851544061,1138.995894306023,33.74901323455285,1.027592724028224,28.85585912382019,38.32513634442881,OK,8.415027,1321e48b-d
