dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
calls,pyteller.LSTM.LSTM,x,12,0,33.039068500200905,1372.399613657156,37.04591223950567,3.244908513412589,42.689512902175174,58.70384768727046,OK,135.285692,7e4b78cb-9
