dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
a10,pyteller.persistence.persistence,x,12,0,0,0,0,0,0,0,0,0,ERROR,3.189305,71a5f305-f
