dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
arrivals,pyteller.LSTM.LSTM,NZ,12,0,109.88981888887285,13366.88304647945,115.61523708611875,2.3607434770877913,45.46084945589143,36.58107205957158,OK,113.592186,31e5b802-6
