dataset,pipeline,signal,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
a10,pyteller.ARIMA.arima,x,0,0,0,0,0,0,0,ERROR,3.05262,e9ad8896-9
