dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,status,elapsed,run_id
goog,pyteller.persistence.persistence,x,12,0,0,0,0,0,0,0,0,0,ERROR,6.135701,71a5f305-f
