dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,status,elapsed,run_id
goog,pyteller.ARIMA.arima,x,12,0,17.93575012828573,420.63712425864304,20.50943988164092,3.6048518802145977,2.2035694292103174,2.2358928813547863,OK,275.840788,3816fd86-4
