dataset,pipeline,signal,prediction length,iteration,MAE,MSE,RMSE,MASE,sMAPE,MAPE,under,over,strategy,p,d,q,status,elapsed,run_id
gasoline,pyteller.ARIMA.arima,x,12,0,0.3243551503880531,0.1694685414186839,0.41166556987278385,1.2819956301304822,3.613848112580669,3.628603449834886,43.2772417852006,38.135900962200736,mean,1,0,0,OK,105.583299,65c08631-4
