station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,vsby,feel
4A6,1/8/16 16:15,53.6,48.2,81.87,170,6,0.0,30.01,10.0,53.6
8A0,1/8/16 16:15,51.8,51.8,100.0,150,5,0.0,30.0,10.0,51.8
8A0,1/8/16 16:35,51.8,51.8,100.0,150,5,0.0,29.99,10.0,51.8
4A6,1/8/16 16:35,53.6,48.2,81.87,180,4,0.0,30.01,10.0,53.6
4A6,1/8/16 16:55,53.6,48.2,81.87,170,4,0.0,30.0,10.0,53.6
8A0,1/8/16 16:55,51.8,51.8,100.0,140,6,0.0,29.98,10.0,51.8
4A6,1/8/16 17:15,53.6,50.0,87.56,180,3,0.0,29.99,10.0,53.6
8A0,1/8/16 17:15,51.8,51.8,100.0,160,8,0.0,29.97,10.0,51.8
8A0,1/8/16 17:35,51.8,51.8,100.0,140,4,0.0,29.97,10.0,51.8
4A6,1/8/16 17:35,53.6,50.0,87.56,190,4,0.0,29.98,10.0,53.6
4A6,1/8/16 17:55,53.6,50.0,87.56,200,5,0.0,29.97,10.0,53.6
8A0,1/8/16 17:55,51.8,51.8,100.0,150,7,0.0,29.95,10.0,51.8
4A6,1/8/16 18:15,53.6,50.0,87.56,190,6,0.0,29.97,10.0,53.6
8A0,1/8/16 18:15,53.6,53.6,100.0,160,4,0.0,29.95,10.0,53.6
8A0,1/8/16 18:35,51.8,51.8,100.0,130,5,0.0,29.94,10.0,51.8
4A6,1/8/16 18:35,55.4,50.0,81.99,170,6,0.0,29.95,10.0,55.4
4A6,1/8/16 18:55,55.4,50.0,81.99,150,6,0.0,29.94,10.0,55.4
8A0,1/8/16 18:55,53.6,53.6,100.0,140,6,0.0,29.93,10.0,53.6
8A0,1/8/16 19:15,53.6,53.6,100.0,150,6,0.0,29.93,10.0,53.6
4A6,1/8/16 19:15,55.4,50.0,81.99,180,6,0.0,29.94,10.0,55.4
4A6,1/8/16 19:35,55.4,50.0,81.99,210,6,0.0,29.94,10.0,55.4
8A0,1/8/16 19:35,53.6,53.6,100.0,160,7,0.0,29.92,10.0,53.6
4A6,1/8/16 19:55,55.4,50.0,81.99,190,5,0.0,29.94,10.0,55.4
8A0,1/8/16 19:55,53.6,53.6,100.0,150,5,0.0,29.92,10.0,53.6
4A6,1/8/16 20:15,55.4,50.0,81.99,210,6,0.0,29.95,10.0,55.4
8A0,1/8/16 20:15,53.6,53.6,100.0,180,6,0.0,29.92,10.0,53.6
8A0,1/8/16 20:35,53.6,53.6,100.0,160,4,0.0,29.92,10.0,53.6
4A6,1/8/16 20:35,55.4,50.0,81.99,220,4,0.0,29.95,10.0,55.4
4A6,1/8/16 20:55,55.4,50.0,81.99,210,6,0.0,29.95,10.0,55.4
8A0,1/8/16 20:55,53.6,53.6,100.0,150,6,0.0,29.93,10.0,53.6
8A0,1/8/16 21:15,53.6,53.6,100.0,140,5,0.0,29.93,10.0,53.6
4A6,1/8/16 21:15,55.4,50.0,81.99,200,5,0.0,29.95,10.0,55.4
4A6,1/8/16 21:35,55.4,50.0,81.99,190,5,0.0,29.95,10.0,55.4
8A0,1/8/16 21:35,53.6,53.6,100.0,140,3,0.0,29.92,10.0,53.6
8A0,1/8/16 21:55,53.6,53.6,100.0,140,4,0.0,29.92,10.0,53.6
4A6,1/8/16 21:55,55.4,50.0,81.99,190,3,0.0,29.95,10.0,55.4
8A0,1/8/16 22:15,53.6,53.6,100.0,130,4,0.0,29.92,10.0,53.6
4A6,1/8/16 22:15,55.4,50.0,81.99,160,4,0.0,29.95,10.0,55.4
4A6,1/8/16 22:35,55.4,50.0,81.99,160,4,0.0,29.96,10.0,55.4
8A0,1/8/16 22:35,53.6,53.6,100.0,110,3,0.0,29.93,10.0,53.6
4A6,1/8/16 22:55,55.4,50.0,81.99,0,0,0.0,29.96,10.0,55.4
8A0,1/8/16 22:55,53.6,53.6,100.0,110,3,0.0,29.94,10.0,53.6
8A0,1/8/16 23:15,53.6,53.6,100.0,110,3,0.0,29.94,10.0,53.6
4A6,1/8/16 23:15,55.4,50.0,81.99,0,0,0.0,29.96,10.0,55.4
4A6,1/8/16 23:35,53.6,50.0,87.56,0,0,0.0,29.97,10.0,53.6
8A0,1/8/16 23:35,53.6,53.6,100.0,120,4,0.0,29.94,10.0,53.6
8A0,1/8/16 23:55,51.8,51.8,100.0,0,0,0.0,29.95,10.0,51.8
4A6,1/8/16 23:55,53.6,50.0,87.56,0,0,0.0,29.97,10.0,53.6
8A0,1/9/16 0:15,51.8,51.8,100.0,100,3,0.0,29.96,10.0,51.8
4A6,1/9/16 0:15,53.6,50.0,87.56,0,0,0.0,29.98,10.0,53.6
4A6,1/9/16 0:35,53.6,51.8,93.6,210,3,0.0,29.98,10.0,53.6
8A0,1/9/16 0:35,51.8,51.8,100.0,120,3,0.0,29.95,10.0,51.8
4A6,1/9/16 0:55,53.6,50.0,87.56,0,0,0.0,29.97,10.0,53.6
8A0,1/9/16 0:55,51.8,51.8,100.0,120,5,0.0,29.95,10.0,51.8
8A0,1/9/16 1:15,51.8,51.8,100.0,120,4,0.0,29.96,10.0,51.8
4A6,1/9/16 1:15,53.6,50.0,87.56,160,3,0.0,29.98,10.0,53.6
4A6,1/9/16 1:35,53.6,50.0,87.56,170,3,0.0,29.98,10.0,53.6
8A0,1/9/16 1:35,51.8,51.8,100.0,130,5,0.0,29.96,10.0,51.8
8A0,1/9/16 1:55,51.8,51.8,100.0,120,4,0.0,29.96,10.0,51.8
4A6,1/9/16 1:55,53.6,50.0,87.56,120,3,0.0,29.98,10.0,53.6
8A0,1/9/16 2:15,50.0,50.0,100.0,120,4,0.0,29.95,10.0,48.44
4A6,1/9/16 2:15,53.6,50.0,87.56,160,3,0.0,29.99,10.0,53.6
4A6,1/9/16 2:35,53.6,50.0,87.56,140,5,0.0,29.98,10.0,53.6
8A0,1/9/16 2:35,50.0,50.0,100.0,130,4,0.0,29.96,10.0,48.44
4A6,1/9/16 2:55,51.8,50.0,93.55,0,0,0.0,29.98,10.0,51.8
8A0,1/9/16 2:55,50.0,50.0,100.0,130,4,0.0,29.97,10.0,48.44
8A0,1/9/16 3:15,48.2,48.2,100.0,120,3,0.0,29.96,10.0,47.21
4A6,1/9/16 3:15,51.8,50.0,93.55,160,4,0.0,29.99,10.0,51.8
4A6,1/9/16 3:35,51.8,50.0,93.55,160,3,0.0,29.99,10.0,51.8
8A0,1/9/16 3:35,48.2,48.2,100.0,130,4,0.0,29.96,10.0,46.34
4A6,1/9/16 3:55,50.0,50.0,100.0,110,4,0.0,29.98,10.0,48.44
8A0,1/9/16 3:55,48.2,48.2,100.0,120,3,0.0,29.95,10.0,47.21
8A0,1/9/16 4:15,48.2,48.2,100.0,120,5,0.0,29.94,10.0,45.63
4A6,1/9/16 4:15,50.0,50.0,100.0,160,4,0.0,29.98,10.0,48.44
8A0,1/9/16 4:35,48.2,48.2,100.0,110,3,0.0,29.94,10.0,47.21
4A6,1/9/16 4:35,48.2,48.2,100.0,0,0,0.0,29.98,10.0,48.2
4A6,1/9/16 4:55,48.2,48.2,100.0,0,0,0.0,29.98,10.0,48.2
8A0,1/9/16 4:55,48.2,48.2,100.0,100,4,0.0,29.95,10.0,46.34
4A6,1/9/16 5:15,46.4,46.4,100.0,0,0,0.0,29.98,9.0,46.4
8A0,1/9/16 5:15,48.2,48.2,100.0,120,4,0.0,29.94,10.0,46.34
4A6,1/9/16 5:35,46.4,46.4,100.0,0,0,0.0,29.97,7.0,46.4
8A0,1/9/16 5:35,48.2,48.2,100.0,110,3,0.0,29.93,10.0,47.21
4A6,1/9/16 5:55,44.6,44.6,100.0,0,0,0.0,29.97,3.0,44.6
8A0,1/9/16 5:55,48.2,48.2,100.0,110,5,0.0,29.93,10.0,45.63
4A6,1/9/16 6:15,44.6,44.6,100.0,0,0,0.0,29.96,3.0,44.6
8A0,1/9/16 6:15,48.2,48.2,100.0,100,4,0.0,29.92,10.0,46.34
4A6,1/9/16 6:35,44.6,44.6,100.0,0,0,0.0,29.95,3.0,44.6
8A0,1/9/16 6:35,48.2,48.2,100.0,100,5,0.0,29.92,10.0,45.63
8A0,1/9/16 6:55,48.2,48.2,100.0,120,5,0.0,29.91,10.0,45.63
4A6,1/9/16 6:55,44.6,44.6,100.0,0,0,0.0,29.95,5.0,44.6
8A0,1/9/16 7:15,48.2,48.2,100.0,130,5,0.0,29.92,10.0,45.63
4A6,1/9/16 7:15,44.6,44.6,100.0,0,0,0.0,29.95,4.0,44.6
8A0,1/9/16 7:35,50.0,50.0,100.0,120,5,0.0,29.92,10.0,47.77
4A6,1/9/16 7:35,44.6,44.6,100.0,0,0,0.0,29.95,5.0,44.6
4A6,1/9/16 7:55,44.6,44.6,100.0,0,0,0.0,29.95,5.0,44.6
8A0,1/9/16 7:55,48.2,48.2,100.0,100,5,0.0,29.91,7.0,45.63
8A0,1/9/16 8:15,48.2,48.2,100.0,120,6,0.0,29.9,7.0,45.04
4A6,1/9/16 8:15,44.6,44.6,100.0,0,0,0.0,29.95,4.0,44.6
4A6,1/9/16 8:35,44.6,44.6,100.0,0,0,0.0,29.94,5.0,44.6
8A0,1/9/16 8:35,48.2,48.2,100.0,120,5,0.0,29.9,7.0,45.63
4A6,1/9/16 8:55,44.6,44.6,100.0,20,3,0.0,29.94,4.0,43.09
8A0,1/9/16 8:55,50.0,50.0,100.0,110,4,0.0,29.91,7.0,48.44
8A0,1/9/16 9:15,50.0,50.0,100.0,120,3,0.0,29.92,10.0,49.27
4A6,1/9/16 9:15,44.6,44.6,100.0,0,0,0.0,29.95,5.0,44.6
4A6,1/9/16 9:35,44.6,44.6,100.0,0,0,0.0,29.96,5.0,44.6
8A0,1/9/16 9:35,50.0,50.0,100.0,0,0,0.0,29.92,10.0,50.0
8A0,1/9/16 9:55,50.0,50.0,100.0,90,5,0.0,29.9,10.0,47.77
4A6,1/9/16 9:55,46.4,46.4,100.0,0,0,0.0,29.95,5.0,46.4
8A0,1/9/16 10:15,50.0,50.0,100.0,110,4,0.0,29.9,10.0,48.44
4A6,1/9/16 10:15,46.4,46.4,100.0,0,0,0.0,29.95,5.0,46.4
4A6,1/9/16 10:35,46.4,46.4,100.0,20,3,0.0,29.93,5.0,45.15
8A0,1/9/16 10:35,50.0,50.0,100.0,110,5,0.0,29.89,10.0,47.77
8A0,1/9/16 10:55,50.0,50.0,100.0,110,4,0.0,29.9,7.0,48.44
4A6,1/9/16 10:55,46.4,46.4,100.0,0,0,0.0,29.93,6.0,46.4
4A6,1/9/16 11:15,46.4,46.4,100.0,50,3,0.0,29.93,8.0,45.15
8A0,1/9/16 11:15,50.0,50.0,100.0,100,6,0.0,29.89,10.0,47.21
4A6,1/9/16 11:35,48.2,48.2,100.0,160,4,0.0,29.94,10.0,46.34
8A0,1/9/16 11:35,50.0,50.0,100.0,100,4,0.0,29.9,10.0,48.44
8A0,1/9/16 11:55,50.0,50.0,100.0,110,6,0.0,29.9,10.0,47.21
4A6,1/9/16 11:55,50.0,48.2,93.5,0,0,0.0,29.94,10.0,50.0
4A6,1/9/16 12:15,50.0,48.2,93.5,0,0,0.0,29.93,10.0,50.0
8A0,1/9/16 12:15,48.2,48.2,100.0,90,7,0.0,29.87,10.0,44.53
8A0,1/9/16 12:35,50.0,50.0,100.0,120,3,0.0,29.91,10.0,49.27
4A6,1/9/16 12:35,50.0,48.2,93.5,120,3,0.0,29.93,10.0,49.27
4A6,1/9/16 12:55,50.0,50.0,100.0,180,3,0.0,29.94,10.0,49.27
8A0,1/9/16 12:55,50.0,50.0,100.0,130,5,0.0,29.92,10.0,47.77
4A6,1/9/16 13:15,50.0,50.0,100.0,160,4,0.0,29.94,10.0,48.44
8A0,1/9/16 13:15,50.0,50.0,100.0,120,7,0.0,29.9,10.0,46.72
4A6,1/9/16 13:35,50.0,50.0,100.0,150,3,0.0,29.93,10.0,49.27
8A0,1/9/16 13:35,50.0,50.0,100.0,120,7,0.0,29.9,10.0,46.72
8A0,1/9/16 13:55,50.0,50.0,100.0,110,4,0.0,29.9,10.0,48.44
4A6,1/9/16 13:55,50.0,50.0,100.0,140,5,0.0,29.92,10.0,47.77
4A6,1/9/16 14:15,51.8,50.0,93.55,210,4,0.0,29.92,10.0,51.8
8A0,1/9/16 14:15,50.0,50.0,100.0,110,6,0.0,29.9,10.0,47.21
8A0,1/9/16 14:35,50.0,50.0,100.0,110,3,0.0,29.91,10.0,49.27
4A6,1/9/16 14:35,51.8,50.0,93.55,150,5,0.0,29.92,10.0,51.8
4A6,1/9/16 14:55,51.8,50.0,93.55,150,8,0.0,29.92,10.0,51.8
8A0,1/9/16 14:55,50.0,50.0,100.0,120,5,0.0,29.9,7.0,47.77
8A0,1/9/16 15:15,50.0,50.0,100.0,140,5,0.0,29.89,5.0,47.77
4A6,1/9/16 15:15,51.8,50.0,93.55,180,9,0.0,29.92,10.0,51.8
4A6,1/9/16 15:35,51.8,50.0,93.55,190,6,0.0,29.92,10.0,51.8
8A0,1/9/16 15:35,50.0,50.0,100.0,130,5,0.0,29.9,4.0,47.77
8A0,1/9/16 15:55,50.0,50.0,100.0,140,7,0.0,29.9,10.0,46.72
4A6,1/9/16 15:55,51.8,50.0,93.55,220,7,0.0,29.93,10.0,51.8
4A6,1/9/16 16:15,51.8,50.0,93.55,190,7,0.0,29.93,10.0,51.8
8A0,1/9/16 16:15,50.0,50.0,100.0,140,6,0.0,29.89,10.0,47.21
8A0,1/9/16 16:35,50.0,50.0,100.0,140,7,0.0,29.88,4.0,46.72
4A6,1/9/16 16:35,53.6,50.0,87.56,160,4,0.0,29.91,10.0,53.6
4A6,1/9/16 16:55,53.6,50.0,87.56,170,5,0.0,29.89,10.0,53.6
8A0,1/9/16 16:55,51.8,51.8,100.0,120,5,0.0,29.86,5.0,51.8
4A6,1/9/16 17:15,53.6,50.0,87.56,180,6,0.0,29.88,10.0,53.6
8A0,1/9/16 17:15,51.8,51.8,100.0,110,5,0.0,29.83,10.0,51.8
8A0,1/9/16 17:35,51.8,51.8,100.0,110,6,0.0,29.82,10.0,51.8
4A6,1/9/16 17:35,53.6,51.8,93.6,150,9,0.0,29.86,5.0,53.6
8A0,1/9/16 17:55,51.8,51.8,100.0,140,5,0.0,29.81,10.0,51.8
4A6,1/9/16 17:55,51.8,51.8,100.0,140,5,0.0,29.83,10.0,51.8
4A6,1/9/16 18:15,53.6,51.8,93.6,160,4,0.0,29.82,10.0,53.6
8A0,1/9/16 18:15,51.8,51.8,100.0,130,6,0.0,29.79,10.0,51.8
4A6,1/9/16 18:35,53.6,50.0,87.56,160,4,0.0,29.8,10.0,53.6
8A0,1/9/16 18:35,51.8,51.8,100.0,130,7,0.0,29.77,10.0,51.8
4A6,1/9/16 18:55,53.6,50.0,87.56,170,6,0.0,29.79,10.0,53.6
8A0,1/9/16 18:55,51.8,51.8,100.0,130,8,0.0,29.76,10.0,51.8
4A6,1/9/16 19:15,53.6,50.0,87.56,150,8,0.0,29.78,10.0,53.6
8A0,1/9/16 19:15,51.8,51.8,100.0,140,6,0.0,29.74,10.0,51.8
8A0,1/9/16 19:35,51.8,51.8,100.0,120,6,0.0,29.73,10.0,51.8
4A6,1/9/16 19:35,53.6,50.0,87.56,130,5,0.0,29.77,10.0,53.6
4A6,1/9/16 19:55,53.6,50.0,87.56,180,3,0.0,29.75,10.0,53.6
8A0,1/9/16 19:55,51.8,51.8,100.0,130,7,0.0,29.7,10.0,51.8
4A6,1/9/16 20:15,53.6,50.0,87.56,70,3,0.0,29.72,10.0,53.6
8A0,1/9/16 20:15,51.8,51.8,100.0,120,10,0.0,29.69,10.0,51.8
4A6,1/9/16 20:35,53.6,51.8,93.6,160,5,0.0,29.73,10.0,53.6
8A0,1/9/16 20:35,51.8,51.8,100.0,120,8,0.0,29.67,10.0,51.8
4A6,1/9/16 20:55,53.6,50.0,87.56,150,6,0.0,29.72,10.0,53.6
8A0,1/9/16 20:55,51.8,51.8,100.0,130,7,0.0,29.69,10.0,51.8
8A0,1/9/16 21:15,51.8,51.8,100.0,0,0,0.0,29.69,10.0,51.8
4A6,1/9/16 21:15,53.6,50.0,87.56,150,3,0.0,29.71,10.0,53.6
8A0,1/9/16 21:35,51.8,51.8,100.0,120,7,0.0,29.67,10.0,51.8
4A6,1/9/16 21:35,53.6,51.8,93.6,130,4,0.0,29.71,5.0,53.6
4A6,1/9/16 21:55,53.6,51.8,93.6,130,5,0.0,29.7,10.0,53.6
8A0,1/9/16 21:55,51.8,51.8,100.0,110,6,0.0,29.67,10.0,51.8
8A0,1/9/16 22:15,51.8,51.8,100.0,100,5,0.0,29.65,10.0,51.8
4A6,1/9/16 22:15,53.6,51.8,93.6,170,5,0.0,29.69,10.0,53.6
4A6,1/9/16 22:35,53.6,51.8,93.6,0,0,0.02,29.7,3.0,53.6
8A0,1/9/16 22:35,51.8,51.8,100.0,0,0,0.01,29.66,10.0,51.8
4A6,1/9/16 22:55,51.8,51.8,100.0,50,3,0.03,29.69,7.0,51.8
8A0,1/9/16 22:55,51.8,51.8,100.0,0,0,0.02,29.65,7.0,51.8
8A0,1/9/16 23:15,51.8,51.8,100.0,130,6,0.0,29.64,10.0,51.8
4A6,1/9/16 23:15,51.8,51.8,100.0,80,3,0.02,29.67,5.0,51.8
8A0,1/9/16 23:35,51.8,51.8,100.0,190,5,0.01,29.66,7.0,51.8
4A6,1/9/16 23:35,51.8,51.8,100.0,0,0,0.13,29.68,1.75,51.8
8A0,1/9/16 23:55,51.8,51.8,100.0,300,6,0.21,29.69,2.5,51.8
4A6,1/9/16 23:55,50.0,50.0,100.0,290,9,0.17,29.7,3.0,45.9
8A0,1/10/16 0:15,50.0,50.0,100.0,320,4,0.03,29.69,7.0,48.44
4A6,1/10/16 0:15,51.8,51.8,100.0,300,6,0.09,29.71,3.0,51.8
4A6,1/10/16 0:35,50.0,50.0,100.0,0,0,0.14,29.7,4.0,50.0
8A0,1/10/16 0:35,50.0,50.0,100.0,0,0,0.06,29.69,5.0,50.0
8A0,1/10/16 0:55,50.0,50.0,100.0,60,3,0.1,29.67,5.0,49.27
4A6,1/10/16 0:55,50.0,50.0,100.0,150,6,0.16,29.69,5.0,47.21
8A0,1/10/16 1:15,50.0,50.0,100.0,100,3,0.02,29.67,5.0,49.27
4A6,1/10/16 1:15,50.0,50.0,100.0,160,4,0.01,29.69,3.0,48.44
4A6,1/10/16 1:35,50.0,50.0,100.0,0,0,0.02,29.68,4.0,50.0
8A0,1/10/16 1:35,50.0,50.0,100.0,0,0,0.02,29.67,10.0,50.0
4A6,1/10/16 1:55,50.0,50.0,100.0,240,3,0.04,29.69,5.0,49.27
8A0,1/10/16 1:55,50.0,50.0,100.0,0,0,0.03,29.68,7.0,50.0
8A0,1/10/16 2:15,50.0,50.0,100.0,260,10,0.04,29.69,5.0,45.54
4A6,1/10/16 2:15,50.0,50.0,100.0,220,4,0.02,29.68,3.0,48.44
4A6,1/10/16 2:35,50.0,50.0,100.0,210,3,0.05,29.68,7.0,49.27
8A0,1/10/16 2:35,50.0,50.0,100.0,250,9,0.07,29.69,10.0,45.9
4A6,1/10/16 2:55,50.0,50.0,100.0,220,5,0.05,29.68,9.0,47.77
8A0,1/10/16 2:55,50.0,50.0,100.0,210,6,0.1,29.69,7.0,47.21
4A6,1/10/16 3:15,50.0,50.0,100.0,280,4,0.01,29.69,5.0,48.44
8A0,1/10/16 3:15,50.0,50.0,100.0,220,5,0.02,29.69,10.0,47.77
8A0,1/10/16 3:35,50.0,50.0,100.0,220,6,0.02,29.68,10.0,47.21
4A6,1/10/16 3:35,50.0,50.0,100.0,240,7,0.06,29.69,5.0,46.72
8A0,1/10/16 3:55,50.0,50.0,100.0,230,7,0.02,29.69,10.0,46.72
4A6,1/10/16 3:55,50.0,50.0,100.0,220,4,0.07,29.69,10.0,48.44
8A0,1/10/16 4:15,48.2,48.2,100.0,230,7,0.0,29.69,10.0,44.53
4A6,1/10/16 4:15,50.0,50.0,100.0,0,0,0.0,29.69,10.0,50.0
4A6,1/10/16 4:35,50.0,50.0,100.0,0,0,0.0,29.69,10.0,50.0
8A0,1/10/16 4:35,48.2,48.2,100.0,240,8,0.0,29.69,10.0,44.07
4A6,1/10/16 4:55,50.0,50.0,100.0,250,3,0.0,29.69,10.0,49.27
8A0,1/10/16 4:55,48.2,48.2,100.0,240,13,0.0,29.69,10.0,42.32
8A0,1/10/16 5:15,48.2,48.2,100.0,260,11,0.0,29.69,10.0,42.94
4A6,1/10/16 5:15,50.0,50.0,100.0,260,10,0.0,29.69,10.0,45.54
8A0,1/10/16 5:35,46.4,46.4,100.0,250,13,0.0,29.7,10.0,40.02
4A6,1/10/16 5:35,50.0,46.4,87.37,260,9,0.0,29.69,10.0,45.9
4A6,1/10/16 5:55,48.2,46.4,93.45,270,7,0.0,29.69,10.0,44.53
8A0,1/10/16 5:55,44.6,44.6,100.0,250,11,0.0,29.7,10.0,38.39
4A6,1/10/16 6:15,48.2,46.4,93.45,250,7,0.0,29.69,10.0,44.53
8A0,1/10/16 6:15,44.6,44.6,100.0,240,11,0.0,29.7,10.0,38.39
4A6,1/10/16 6:35,48.2,46.4,93.45,250,10,0.0,29.69,10.0,43.28
8A0,1/10/16 6:35,44.6,44.6,100.0,260,14,0.0,29.7,10.0,37.4
4A6,1/10/16 6:55,48.2,42.8,81.47,270,14,0.0,29.71,10.0,42.04
8A0,1/10/16 6:55,44.6,44.6,100.0,260,15,0.0,29.72,10.0,37.11
8A0,1/10/16 7:15,42.8,42.8,100.0,260,14,0.0,29.73,10.0,35.08
4A6,1/10/16 7:15,46.4,39.2,75.84,280,16,0.0,29.72,10.0,39.19
4A6,1/10/16 7:35,44.6,41.0,87.09,270,12,0.0,29.73,10.0,38.04
8A0,1/10/16 7:35,42.8,42.8,100.0,260,15,0.0,29.74,10.0,34.78
8A0,1/10/16 7:55,41.0,41.0,100.0,270,17,0.0,29.75,10.0,31.87
4A6,1/10/16 7:55,44.6,39.2,81.2,260,13,0.0,29.75,10.0,37.71
4A6,1/10/16 8:15,41.0,37.4,86.89,270,15,0.0,29.77,10.0,32.45
8A0,1/10/16 8:15,41.0,41.0,100.0,290,16,0.0,29.77,7.0,32.15
4A6,1/10/16 8:35,41.0,33.8,75.33,260,12,0.0,29.79,10.0,33.46
8A0,1/10/16 8:35,39.2,39.2,100.0,290,14,0.0,29.77,10.0,30.44
8A0,1/10/16 8:55,37.4,37.4,100.0,280,14,0.0,29.78,10.0,28.12
4A6,1/10/16 8:55,39.2,32.0,75.16,260,8,0.0,29.79,10.0,32.98
4A6,1/10/16 9:15,39.2,32.0,75.16,270,5,0.0,29.81,10.0,34.95
8A0,1/10/16 9:15,37.4,37.4,100.0,280,17,0.0,29.8,10.0,27.15
8A0,1/10/16 9:35,37.4,37.4,100.0,300,12,0.0,29.81,10.0,28.87
4A6,1/10/16 9:35,39.2,32.0,75.16,280,6,0.0,29.82,10.0,34.2
8A0,1/10/16 9:55,35.6,33.8,93.08,280,15,0.0,29.82,10.0,25.45
4A6,1/10/16 9:55,37.4,32.0,80.65,280,10,0.0,29.83,10.0,29.74
8A0,1/10/16 10:15,33.8,33.8,100.0,290,8,0.0,29.83,10.0,26.33
4A6,1/10/16 10:15,37.4,32.0,80.65,260,11,0.0,29.84,10.0,29.29
8A0,1/10/16 10:35,33.8,33.8,100.0,290,10,0.0,29.83,10.0,25.23
4A6,1/10/16 10:35,35.6,32.0,86.59,270,8,0.0,29.85,10.0,28.55
8A0,1/10/16 10:55,33.8,33.8,100.0,290,12,0.0,29.84,10.0,24.29
4A6,1/10/16 10:55,35.6,32.0,86.59,260,7,0.0,29.86,6.0,29.17
8A0,1/10/16 11:15,33.8,33.8,100.0,290,15,0.0,29.85,10.0,23.11
4A6,1/10/16 11:15,35.6,33.8,93.08,260,3,0.0,29.87,6.0,32.8
8A0,1/10/16 11:35,33.8,33.8,100.0,300,11,0.0,29.87,10.0,24.74
4A6,1/10/16 11:35,35.6,32.0,86.59,250,6,0.0,29.89,10.0,29.87
8A0,1/10/16 11:55,33.8,33.8,100.0,300,10,0.0,29.88,10.0,25.23
4A6,1/10/16 11:55,35.6,32.0,86.59,260,7,0.0,29.9,10.0,29.17
8A0,1/10/16 12:15,33.8,33.8,100.0,290,11,0.0,29.89,10.0,24.74
4A6,1/10/16 12:15,35.6,32.0,86.59,280,6,0.0,29.91,10.0,29.87
4A6,1/10/16 12:35,35.6,32.0,86.59,300,8,0.0,29.93,10.0,28.55
8A0,1/10/16 12:35,33.8,33.8,100.0,290,14,0.0,29.91,10.0,23.48
8A0,1/10/16 12:55,33.8,33.8,100.0,300,8,0.0,29.92,10.0,26.33
4A6,1/10/16 12:55,35.6,30.2,80.51,320,4,0.0,29.94,10.0,31.62
4A6,1/10/16 13:15,35.6,32.0,86.59,320,4,0.0,29.95,10.0,31.62
8A0,1/10/16 13:15,33.8,33.8,100.0,290,8,0.0,29.93,10.0,26.33
4A6,1/10/16 13:35,35.6,32.0,86.59,300,8,0.0,29.96,10.0,28.55
8A0,1/10/16 13:35,33.8,33.8,100.0,290,10,0.0,29.94,10.0,25.23
4A6,1/10/16 13:55,35.6,32.0,86.59,290,6,0.0,29.97,10.0,29.87
8A0,1/10/16 13:55,33.8,33.8,100.0,290,14,0.0,29.95,10.0,23.48
4A6,1/10/16 14:15,35.6,32.0,86.59,300,8,0.0,29.99,10.0,28.55
8A0,1/10/16 14:15,33.8,33.8,100.0,290,10,0.0,29.97,10.0,25.23
8A0,1/10/16 14:35,33.8,33.8,100.0,280,11,0.0,29.98,10.0,24.74
4A6,1/10/16 14:35,35.6,32.0,86.59,290,6,0.0,30.0,10.0,29.87
8A0,1/10/16 14:55,33.8,33.8,100.0,290,11,0.0,29.99,10.0,24.74
4A6,1/10/16 14:55,35.6,32.0,86.59,280,7,0.0,30.02,10.0,29.17
8A0,1/10/16 15:15,33.8,33.8,100.0,280,13,0.0,30.0,10.0,23.87
4A6,1/10/16 15:15,35.6,32.0,86.59,290,7,0.0,30.03,10.0,29.17
8A0,1/10/16 15:35,33.8,33.8,100.0,280,11,0.0,30.01,10.0,24.74
4A6,1/10/16 15:35,35.6,32.0,86.59,310,7,0.0,30.04,10.0,29.17
4A6,1/10/16 15:55,35.6,32.0,86.59,320,11,0.0,30.04,10.0,27.02
8A0,1/10/16 15:55,33.8,33.8,100.0,300,13,0.0,30.02,10.0,23.87
4A6,1/10/16 16:15,35.6,32.0,86.59,290,7,0.0,30.05,10.0,29.17
8A0,1/10/16 16:15,33.8,33.8,100.0,300,8,0.0,30.02,10.0,26.33
4A6,1/10/16 16:35,35.6,32.0,86.59,290,11,0.0,30.06,10.0,27.02
8A0,1/10/16 16:35,33.8,33.8,100.0,280,13,0.0,30.03,10.0,23.87
4A6,1/10/16 16:55,33.8,30.2,86.49,310,9,0.0,30.06,10.0,25.75
8A0,1/10/16 16:55,33.8,33.8,100.0,290,9,0.0,30.02,10.0,25.75
8A0,1/10/16 17:15,33.8,33.8,100.0,290,9,0.0,30.03,10.0,25.75
4A6,1/10/16 17:15,35.6,30.2,80.51,310,7,0.0,30.05,10.0,29.17
4A6,1/10/16 17:35,33.8,28.4,80.36,300,9,0.0,30.06,10.0,25.75
8A0,1/10/16 17:35,33.8,33.8,100.0,270,11,0.0,30.03,10.0,24.74
4A6,1/10/16 17:55,33.8,30.2,86.49,310,10,0.0,30.06,10.0,25.23
8A0,1/10/16 17:55,33.8,32.0,93.03,290,14,0.0,30.03,10.0,23.48
8A0,1/10/16 18:15,32.0,32.0,100.0,310,8,0.0,30.03,10.0,24.11
4A6,1/10/16 18:15,33.8,30.2,86.49,300,8,0.0,30.06,10.0,26.33
4A6,1/10/16 18:35,33.8,28.4,80.36,320,7,0.0,30.07,10.0,26.97
