valid,tmpf,p01i
12/27/14 23:51,50,0
12/28/14 0:51,51.98,0
12/28/14 1:51,51.98,0
12/28/14 2:51,51.98,0
12/28/14 3:51,50,0
12/28/14 4:51,50,0
12/28/14 5:51,50,0
12/28/14 6:51,50,0
12/28/14 7:51,50,0
12/28/14 8:51,48.92,0
12/28/14 9:51,48.92,0
12/28/14 10:51,48.02,0
12/28/14 11:51,48.02,0
12/28/14 12:51,44.96,0.03
12/28/14 13:47,44.6,0.04
12/28/14 13:51,44.96,0.05
12/28/14 14:03,46.04,0.01
12/28/14 14:51,46.04,0.01
12/28/14 15:51,46.94,0.01
12/28/14 16:51,48.92,0
12/28/14 17:51,50,0
12/28/14 18:51,51.98,0
12/28/14 19:51,53.06,0
12/28/14 20:51,53.06,0
12/28/14 21:51,51.08,0
12/28/14 22:51,48.02,0
12/28/14 23:51,48.02,0
12/29/14 0:51,48.02,0
12/29/14 1:51,46.94,0
12/29/14 2:51,46.04,0
12/29/14 3:51,44.06,0
12/29/14 4:51,42.98,0
12/29/14 5:51,42.08,0
12/29/14 6:51,41,0
12/29/14 7:51,39.92,0
12/29/14 8:51,39.92,0
12/29/14 9:51,39.02,0
12/29/14 10:51,37.94,0
12/29/14 11:51,37.94,0
12/29/14 12:51,37.94,0
12/29/14 13:51,37.94,0
12/29/14 14:51,37.94,0
12/29/14 15:51,39.02,0
12/29/14 16:51,42.98,0
12/29/14 17:51,44.06,0
12/29/14 18:51,42.08,0
12/29/14 19:51,42.98,0
12/29/14 20:51,42.08,0
12/29/14 21:51,41,0
12/29/14 22:51,39.92,0
12/29/14 23:51,39.02,0
12/30/14 0:51,37.94,0
12/30/14 1:51,37.04,0
12/30/14 2:51,35.96,0
12/30/14 3:51,35.06,0
12/30/14 4:51,33.98,0
12/30/14 5:51,33.08,0
12/30/14 6:51,32,0
12/30/14 7:51,32,0
12/30/14 8:51,30.92,0
12/30/14 9:51,30.92,0
12/30/14 10:51,30.02,0
12/30/14 11:51,30.02,0
12/30/14 12:51,30.02,0
12/30/14 13:51,30.92,0
12/30/14 14:51,30.92,0
12/30/14 15:51,30.92,0
12/30/14 16:51,30.92,0
12/30/14 17:51,33.08,0
12/30/14 18:51,32,0
12/30/14 19:51,33.08,0
12/30/14 20:51,33.08,0
12/30/14 21:51,32,0
12/30/14 22:51,32,0
12/30/14 23:51,30.92,0
12/31/14 0:51,30.02,0
12/31/14 1:51,28.94,0
12/31/14 2:51,28.94,0
12/31/14 3:51,28.04,0
12/31/14 4:51,28.04,0
12/31/14 5:51,28.94,0
12/31/14 6:51,28.94,0
12/31/14 7:51,30.02,0
12/31/14 8:51,30.02,0
12/31/14 9:51,30.02,0
12/31/14 10:51,28.04,0
12/31/14 11:51,26.96,0
12/31/14 12:51,26.96,0
12/31/14 13:51,26.96,0
12/31/14 14:51,28.04,0
12/31/14 15:51,30.02,0
12/31/14 16:51,30.92,0
12/31/14 17:51,30.92,0
12/31/14 18:51,30.92,0
12/31/14 19:51,32,0
12/31/14 20:51,32,0
12/31/14 21:51,30.92,0
12/31/14 22:51,30.02,0
12/31/14 23:51,30.02,0
1/1/15 0:51,30.02,0
1/1/15 1:51,30.02,0
1/1/15 2:51,30.02,0
1/1/15 3:51,28.94,0
1/1/15 4:51,28.04,0
1/1/15 5:51,28.04,0
1/1/15 6:51,28.04,0
1/1/15 7:51,26.96,0
1/1/15 8:51,26.96,0
1/1/15 9:51,26.96,0
1/1/15 10:51,26.96,0
1/1/15 11:51,26.96,0
1/1/15 12:51,26.96,0
1/1/15 13:51,28.04,0
1/1/15 14:51,30.02,0
1/1/15 15:51,30.92,0
1/1/15 16:51,33.08,0
1/1/15 17:51,35.06,0
1/1/15 18:51,37.04,0
1/1/15 19:51,37.94,0
1/1/15 20:51,39.02,0
1/1/15 21:51,39.02,0
1/1/15 22:51,39.02,0
1/1/15 23:51,39.02,0
1/2/15 0:51,37.94,0
1/2/15 1:51,37.94,0
1/2/15 2:51,37.94,0
1/2/15 3:51,37.94,0
1/2/15 4:51,37.04,0
1/2/15 5:51,37.94,0
1/2/15 6:51,37.04,0
1/2/15 7:51,37.04,0
1/2/15 8:51,37.04,0
1/2/15 9:51,35.96,0
1/2/15 10:51,35.96,0
1/2/15 11:51,35.96,0
1/2/15 12:51,35.96,0
1/2/15 13:51,37.94,0
1/2/15 14:51,39.02,0
1/2/15 15:51,41,0
1/2/15 16:51,39.92,0
1/2/15 17:51,41,0
1/2/15 18:51,42.08,0
1/2/15 19:51,42.08,0
1/2/15 20:51,42.08,0
1/2/15 21:51,41,0
1/2/15 22:51,39.92,0
1/2/15 23:51,39.92,0
1/3/15 0:51,37.94,0
1/3/15 1:51,37.94,0
1/3/15 2:51,37.04,0
1/3/15 3:51,35.96,0
1/3/15 4:51,35.06,0
1/3/15 5:51,35.06,0
1/3/15 6:51,33.98,0
1/3/15 7:51,35.06,0
1/3/15 8:51,35.06,0
1/3/15 9:51,33.98,0
1/3/15 10:51,33.98,0
1/3/15 11:51,33.98,0
1/3/15 12:51,33.98,0
1/3/15 13:51,35.06,0
1/3/15 14:51,35.96,0
1/3/15 15:15,37.04,0
1/3/15 15:41,37.04,0
1/3/15 15:51,37.04,0
1/3/15 16:51,37.94,0
1/3/15 17:20,37.94,T
1/3/15 17:39,35.96,0.01
1/3/15 17:51,35.06,0.01
1/3/15 18:02,35.96,T
1/3/15 18:22,35.06,0.01
1/3/15 18:51,33.98,0.04
1/3/15 19:11,33.98,0.01
1/3/15 19:20,33.98,0.02
1/3/15 19:42,33.98,0.05
1/3/15 19:51,33.98,0.05
1/3/15 20:16,33.98,0.04
1/3/15 20:23,35.06,0.05
1/3/15 20:36,35.06,0.06
1/3/15 20:51,35.06,0.07
1/3/15 21:31,35.06,0.04
1/3/15 21:38,35.96,0.05
1/3/15 21:51,35.96,0.06
1/3/15 22:04,35.96,0.01
1/3/15 22:31,35.96,0.07
1/3/15 22:38,35.96,0.1
1/3/15 22:51,37.04,0.12
1/3/15 23:14,37.04,0.01
1/3/15 23:40,37.04,0.05
1/3/15 23:51,37.04,0.06
1/4/15 0:28,37.94,0.07
1/4/15 0:35,37.94,0.08
1/4/15 0:51,39.02,0.12
1/4/15 1:34,39.02,0.01
1/4/15 1:51,39.92,0.03
1/4/15 1:59,39.92,T
1/4/15 2:10,39.92,0.01
1/4/15 2:38,39.92,0.05
1/4/15 2:51,39.92,0.06
1/4/15 3:14,41,0.02
1/4/15 3:51,41,0.05
1/4/15 4:08,41,T
1/4/15 4:29,41,0.01
1/4/15 4:51,42.08,0.02
1/4/15 5:11,42.08,0.05
1/4/15 5:39,42.08,0.15
1/4/15 5:51,42.08,0.16
1/4/15 6:35,42.98,0.02
1/4/15 6:51,42.98,0.02
1/4/15 7:02,42.98,T
1/4/15 7:22,42.98,T
1/4/15 7:29,42.98,0.01
1/4/15 7:51,42.98,0.01
1/4/15 8:08,42.98,0
1/4/15 8:28,42.08,0
1/4/15 8:40,42.08,0
1/4/15 8:51,41,0
1/4/15 9:12,42.08,0
1/4/15 9:20,42.08,0
1/4/15 9:35,41,0
1/4/15 9:44,42.08,0
1/4/15 9:51,42.08,0
1/4/15 10:00,42.98,0
1/4/15 10:09,44.96,0
1/4/15 10:22,44.06,T
1/4/15 10:51,44.96,0.01
1/4/15 11:51,44.96,T
1/4/15 12:51,44.06,0.04
1/4/15 13:51,44.96,0
1/4/15 14:01,44.96,T
1/4/15 14:44,46.04,T
1/4/15 14:51,46.04,T
1/4/15 15:36,46.94,0.01
1/4/15 15:51,46.94,0.01
1/4/15 16:51,50,0
1/4/15 17:22,48.92,0
1/4/15 17:43,51.08,0
1/4/15 17:51,50,0
1/4/15 18:51,50,0
1/4/15 19:13,51.08,0
1/4/15 19:51,51.98,0
1/4/15 20:22,53.06,0
1/4/15 20:51,53.96,0
1/4/15 21:51,55.04,0
1/4/15 22:51,55.04,0
1/4/15 23:30,55.94,0
1/4/15 23:39,55.04,0
1/4/15 23:51,55.04,0
1/5/15 0:51,53.06,0.01
1/5/15 1:18,53.06,0.01
1/5/15 1:51,53.06,0.05
1/5/15 2:51,51.98,0.01
1/5/15 3:51,51.08,T
1/5/15 4:51,50,0
1/5/15 5:51,46.94,0
1/5/15 6:51,46.04,0
1/5/15 7:51,44.06,0
1/5/15 8:51,42.98,0
1/5/15 9:51,42.08,0
1/5/15 10:51,41,0
1/5/15 11:51,41,0
1/5/15 12:51,39.02,0
1/5/15 13:51,39.02,0
1/5/15 14:51,37.94,0
1/5/15 15:51,35.96,0
1/5/15 16:51,35.96,0
1/5/15 17:51,35.96,0
1/5/15 18:51,35.96,0
1/5/15 19:51,33.98,0
1/5/15 20:51,33.08,0
1/5/15 21:51,32,0
1/5/15 22:51,30.02,0
1/5/15 23:51,28.94,0
1/6/15 0:51,26.96,0
1/6/15 1:51,24.98,0
1/6/15 2:51,23,0
1/6/15 3:51,21.92,0
1/6/15 4:51,21.92,0
1/6/15 5:51,21.02,0
1/6/15 6:51,19.94,0
1/6/15 7:51,19.94,0
1/6/15 8:51,19.94,0
1/6/15 9:51,19.94,0
1/6/15 10:51,19.04,0
1/6/15 11:51,19.94,0
1/6/15 12:51,19.94,0
1/6/15 13:39,19.04,T
1/6/15 13:51,19.04,T
1/6/15 14:26,19.04,0.01
1/6/15 14:51,19.04,0.02
1/6/15 15:14,19.94,T
1/6/15 15:22,19.04,T
1/6/15 15:35,19.94,0.01
1/6/15 15:51,19.94,0.02
1/6/15 16:36,19.94,0.01
1/6/15 16:51,19.94,0.01
1/6/15 16:58,19.94,T
1/6/15 17:30,19.94,T
1/6/15 17:38,21.02,T
1/6/15 17:51,21.02,T
1/6/15 18:01,21.02,T
1/6/15 18:20,21.02,T
1/6/15 18:44,21.02,T
1/6/15 18:51,21.02,T
1/6/15 19:09,21.02,0
1/6/15 19:17,21.02,0
1/6/15 19:51,21.92,0
1/6/15 20:51,21.02,0
1/6/15 21:51,21.02,0
1/6/15 22:48,21.2,0
1/6/15 22:51,21.02,0
1/6/15 23:23,21.02,0
1/6/15 23:51,21.02,0
1/7/15 0:51,21.02,0
1/7/15 1:51,21.02,0
1/7/15 2:51,21.02,0
1/7/15 3:51,21.02,0
1/7/15 4:51,19.94,0
1/7/15 5:51,19.94,0
1/7/15 6:51,19.94,0
1/7/15 7:51,19.94,0
1/7/15 8:51,21.02,0
1/7/15 9:51,21.92,0
1/7/15 10:51,21.02,0
1/7/15 11:51,21.02,0
1/7/15 12:51,21.02,0
1/7/15 13:51,21.02,0
1/7/15 14:51,21.92,0
1/7/15 15:51,23,0
1/7/15 16:51,23,0
1/7/15 17:51,21.92,0
1/7/15 18:51,23,0
1/7/15 19:51,21.92,0
1/7/15 20:51,21.02,0
1/7/15 21:51,19.04,0
1/7/15 22:51,17.06,0
1/7/15 23:51,15.08,0
1/8/15 0:51,12.02,0
1/8/15 1:51,10.94,0
1/8/15 2:51,10.04,0
1/8/15 3:51,10.04,0
1/8/15 4:51,8.96,0
1/8/15 5:51,8.96,0
1/8/15 6:51,8.06,0
1/8/15 7:51,8.06,0
1/8/15 8:51,8.06,0
1/8/15 9:51,8.06,0
1/8/15 10:51,8.96,0
1/8/15 11:51,8.96,0
1/8/15 12:51,8.96,0
1/8/15 13:51,10.94,0
1/8/15 14:51,12.92,0
1/8/15 15:51,15.98,0
1/8/15 16:51,17.96,0
1/8/15 17:51,19.94,0
1/8/15 18:51,19.94,0
1/8/15 19:51,19.94,0
1/8/15 20:51,19.94,0
1/8/15 21:51,19.04,0
1/8/15 22:51,17.96,0
1/8/15 23:51,17.96,0
1/9/15 0:51,17.06,0
1/9/15 1:51,15.98,0
1/9/15 2:51,17.06,0
1/9/15 3:51,17.96,0
1/9/15 4:51,19.04,0
1/9/15 5:51,19.94,0
1/9/15 6:51,21.92,0
1/9/15 7:51,23,0
1/9/15 8:51,24.08,0
1/9/15 9:51,24.98,0
1/9/15 10:51,24.98,0
1/9/15 11:45,24.8,T
1/9/15 11:51,24.08,T
1/9/15 12:00,23,T
1/9/15 12:12,21.92,0.01
1/9/15 12:38,23,0.03
1/9/15 12:45,23,0.03
1/9/15 12:51,23,0.03
1/9/15 13:02,23,0.01
1/9/15 13:24,23,0.03
1/9/15 13:36,23,0.03
1/9/15 13:48,23,0.04
1/9/15 13:51,23,0.04
1/9/15 14:06,24.08,T
1/9/15 14:51,24.98,T
1/9/15 15:51,26.06,0
1/9/15 16:51,28.94,0
1/9/15 17:51,30.92,0
1/9/15 18:51,33.08,0
1/9/15 19:51,32,0
1/9/15 20:51,32,0
1/9/15 21:51,30.92,0
1/9/15 22:51,30.92,0
1/9/15 23:51,30.02,0
1/10/15 0:51,28.94,0
1/10/15 1:51,26.96,0
1/10/15 2:51,26.06,0
1/10/15 3:51,24.98,0
1/10/15 4:51,23,0
1/10/15 5:51,23,0
1/10/15 6:51,21.92,0
1/10/15 7:51,19.94,0
1/10/15 8:51,19.94,0
1/10/15 9:51,19.04,0
1/10/15 10:51,17.96,0
1/10/15 11:51,17.06,0
1/10/15 12:51,15.98,0
1/10/15 13:51,15.98,0
1/10/15 14:51,17.06,0
1/10/15 15:51,17.96,0
1/10/15 16:51,19.04,0
1/10/15 17:51,19.94,0
1/10/15 18:51,21.92,0
1/10/15 19:51,23,0
1/10/15 20:51,23,0
1/10/15 21:51,21.92,0
1/10/15 22:51,21.02,0
1/10/15 23:51,19.94,0
1/11/15 0:51,19.94,0
1/11/15 1:51,19.94,0
1/11/15 2:51,19.04,0
1/11/15 3:51,19.04,0
1/11/15 4:51,19.04,0
1/11/15 5:51,17.96,0
1/11/15 6:51,19.04,0
1/11/15 7:51,19.94,0
1/11/15 8:51,19.94,0
1/11/15 9:51,19.94,0
1/11/15 10:51,21.02,0
1/11/15 11:51,21.92,0
1/11/15 12:51,21.92,0
1/11/15 13:51,24.08,0
1/11/15 14:51,26.96,0
1/11/15 15:51,28.04,0
1/11/15 16:51,30.02,0
1/11/15 17:51,30.92,0
1/11/15 18:51,33.08,0
1/11/15 19:51,35.96,0
1/11/15 20:51,37.04,0
1/11/15 21:51,37.04,0
1/11/15 22:51,37.04,0
1/11/15 23:51,37.04,0
1/12/15 0:51,37.04,0
1/12/15 1:51,37.04,0
1/12/15 2:51,37.04,0
1/12/15 3:51,37.04,0
1/12/15 4:51,37.04,0
1/12/15 5:51,37.04,0
1/12/15 6:51,37.04,0
1/12/15 7:51,37.04,T
1/12/15 8:51,35.96,T
1/12/15 9:51,35.96,T
1/12/15 10:51,37.04,0.01
1/12/15 11:51,35.96,T
1/12/15 12:25,37.04,0
1/12/15 12:51,37.04,T
1/12/15 13:51,35.06,0.01
1/12/15 14:43,35.06,0.02
1/12/15 14:51,35.06,0.02
1/12/15 15:16,35.96,0.02
1/12/15 15:42,37.04,0.03
1/12/15 15:51,37.04,0.04
1/12/15 16:08,37.04,0.01
1/12/15 16:51,37.04,0.03
1/12/15 17:04,37.04,0.02
1/12/15 17:38,37.94,0.05
1/12/15 17:48,37.4,0.06
1/12/15 17:51,37.04,0.06
1/12/15 18:14,35.96,0.03
1/12/15 18:51,35.96,0.06
1/12/15 19:09,37.04,0.02
1/12/15 19:43,37.94,0.05
1/12/15 19:51,37.94,0.06
1/12/15 20:08,37.04,0.03
1/12/15 20:27,37.94,0.05
1/12/15 20:33,37.94,0.06
1/12/15 20:44,37.94,0.06
1/12/15 20:51,37.94,0.06
1/12/15 20:58,37.94,0
1/12/15 21:26,37.04,0
1/12/15 21:35,37.04,T
1/12/15 21:40,37.94,T
1/12/15 21:51,37.94,T
1/12/15 22:22,37.94,0
1/12/15 22:51,37.94,0
1/12/15 23:14,37.94,0
1/12/15 23:51,37.94,0
1/13/15 0:51,37.94,0
1/13/15 1:51,37.94,0
1/13/15 2:51,37.04,0.01
1/13/15 3:44,37.04,T
1/13/15 3:51,37.04,T
1/13/15 4:51,35.96,0
1/13/15 5:51,35.96,0
1/13/15 6:10,35.96,0
1/13/15 6:51,35.96,0
1/13/15 7:05,35.96,0
1/13/15 7:51,35.06,0
1/13/15 8:51,35.06,0
1/13/15 9:51,35.06,0
1/13/15 10:51,33.08,0
1/13/15 11:51,30.92,0
1/13/15 12:02,30.02,0
1/13/15 12:51,28.94,0
1/13/15 13:51,26.96,0
1/13/15 14:51,24.98,0
1/13/15 15:51,24.08,0
1/13/15 16:51,24.08,0
1/13/15 17:51,24.98,0
1/13/15 18:51,24.08,0
1/13/15 19:51,23,0
1/13/15 20:51,21.92,0
1/13/15 21:51,21.02,0
1/13/15 22:51,19.94,0
1/13/15 23:51,19.04,0
1/14/15 0:51,19.04,0
1/14/15 1:51,19.04,0
1/14/15 2:51,17.96,0
1/14/15 3:51,17.06,0
1/14/15 4:51,17.06,0
1/14/15 5:51,17.06,0
1/14/15 6:51,17.06,0
1/14/15 7:51,17.96,0
1/14/15 8:51,17.06,0
1/14/15 9:51,17.96,0
1/14/15 10:00,17.96,0
1/14/15 10:23,17.96,0
1/14/15 10:51,17.96,0
1/14/15 11:51,17.96,0
1/14/15 12:09,17.96,0
1/14/15 12:43,19.94,0
1/14/15 12:51,19.04,0
1/14/15 13:18,19.94,0
1/14/15 13:34,19.94,0
1/14/15 13:51,21.02,0
1/14/15 14:51,23,0
1/14/15 15:40,24.98,0
1/14/15 15:51,24.98,0
1/14/15 16:17,26.06,0
1/14/15 16:26,26.96,0
1/14/15 16:51,28.04,0
1/14/15 17:11,28.04,0
1/14/15 17:51,30.02,0
1/14/15 18:51,30.92,0
1/14/15 19:51,30.92,0
1/14/15 20:51,32,0
1/14/15 21:51,30.92,0
1/14/15 21:58,30.92,0
1/14/15 22:12,30.92,0
1/14/15 22:24,30.92,0
1/14/15 22:51,30.92,0
1/14/15 23:51,30.92,0
1/15/15 0:51,30.92,0
1/15/15 1:51,30.92,0
1/15/15 2:51,30.02,0
1/15/15 3:51,30.02,0
1/15/15 4:51,28.94,0
1/15/15 5:51,28.04,0
1/15/15 6:51,28.04,0
1/15/15 7:51,26.96,0
1/15/15 8:51,26.96,0
1/15/15 9:51,26.96,0
1/15/15 10:51,26.06,0
1/15/15 11:51,24.98,0
1/15/15 12:51,24.98,0
1/15/15 13:51,26.06,0
1/15/15 14:51,26.96,0
1/15/15 15:51,28.04,0
1/15/15 16:51,30.02,0
1/15/15 17:51,32,0
1/15/15 18:51,33.98,0
1/15/15 19:51,33.98,0
1/15/15 20:51,33.98,0
1/15/15 21:51,33.08,0
1/15/15 22:51,33.08,0
1/15/15 23:51,33.08,0
1/16/15 0:51,33.08,0
1/16/15 1:51,32,0
1/16/15 2:51,32,0
1/16/15 3:51,30.92,0
1/16/15 4:51,30.92,0
1/16/15 5:51,32,0
1/16/15 6:51,30.92,0
1/16/15 7:51,30.92,0
1/16/15 8:51,30.92,0
1/16/15 9:51,30.92,0
1/16/15 10:51,30.92,0
1/16/15 11:51,30.92,0
1/16/15 12:51,30.92,0
1/16/15 13:51,33.08,0
1/16/15 14:51,35.06,0
1/16/15 15:51,37.04,0
1/16/15 16:51,39.02,0
1/16/15 17:51,42.08,0
1/16/15 18:51,42.98,0
1/16/15 19:51,39.02,0
1/16/15 20:51,35.96,0
1/16/15 21:51,33.08,0
1/16/15 22:51,30.02,0
1/16/15 23:51,28.04,0
1/17/15 0:51,26.06,0
1/17/15 1:51,24.08,0
1/17/15 2:51,21.92,0
1/17/15 3:51,19.94,0
1/17/15 4:51,19.94,0
1/17/15 5:51,19.04,0
1/17/15 6:51,19.04,0
1/17/15 7:51,17.96,0
1/17/15 8:51,17.96,0
1/17/15 9:51,17.96,0
1/17/15 10:51,17.96,0
1/17/15 11:51,17.06,0
1/17/15 12:51,17.06,0
1/17/15 13:51,17.06,0
1/17/15 14:51,19.94,0
1/17/15 15:51,21.02,0
1/17/15 16:51,24.08,0
1/17/15 17:51,26.06,0
1/17/15 18:51,26.96,0
1/17/15 19:51,28.94,0
1/17/15 20:51,28.94,0
1/17/15 21:51,28.04,0
1/17/15 22:51,28.04,0
1/17/15 23:51,28.94,0
1/18/15 0:51,30.02,0
1/18/15 1:51,30.92,0
1/18/15 2:51,30.02,0
1/18/15 3:51,30.92,0
1/18/15 4:51,30.92,0
1/18/15 5:51,33.08,0
1/18/15 6:51,33.98,0
1/18/15 7:51,33.08,0
1/18/15 8:51,33.98,0
1/18/15 9:51,35.06,0
1/18/15 10:51,35.06,0
1/18/15 11:21,33.98,0
1/18/15 11:51,33.98,0
1/18/15 12:51,33.08,0.02
1/18/15 13:11,33.98,0.01
1/18/15 13:47,33.8,0.06
1/18/15 13:51,33.98,0.07
1/18/15 14:36,33.98,0.06
1/18/15 14:43,35.06,0.08
1/18/15 14:51,35.06,0.1
1/18/15 15:25,35.96,0.07
1/18/15 15:51,35.96,0.15
1/18/15 16:51,35.96,0.28
1/18/15 17:33,35.96,0.18
1/18/15 17:51,37.04,0.24
1/18/15 17:57,37.04,0.02
1/18/15 18:08,37.04,0.06
1/18/15 18:51,37.94,0.22
1/18/15 19:19,39.02,0.11
1/18/15 19:32,39.92,0.16
1/18/15 19:51,39.02,0.29
1/18/15 20:00,39.02,0.07
1/18/15 20:19,39.02,0.2
1/18/15 20:28,39.02,0.25
1/18/15 20:51,39.92,0.33
1/18/15 21:17,41,0.06
1/18/15 21:24,41,0.07
1/18/15 21:34,41,0.1
1/18/15 21:51,41,0.16
1/18/15 22:07,41,0.04
1/18/15 22:28,42.08,0.09
1/18/15 22:51,42.08,0.14
1/18/15 23:08,41,0.03
1/18/15 23:17,42.08,0.05
1/18/15 23:32,41,0.07
1/18/15 23:44,42.08,0.08
1/18/15 23:51,42.08,0.08
1/19/15 0:32,41,0
1/19/15 0:51,41,0
1/19/15 1:32,41,T
1/19/15 1:42,41,0.01
1/19/15 1:51,41,0.01
1/19/15 1:58,41,T
1/19/15 2:51,41,0.01
1/19/15 3:51,39.92,0
1/19/15 4:51,39.02,0
1/19/15 5:51,37.94,0
1/19/15 6:51,37.04,0
1/19/15 7:51,37.04,0
1/19/15 8:51,37.04,0
1/19/15 9:51,37.04,0
1/19/15 10:51,37.04,0
1/19/15 11:51,37.04,0
1/19/15 12:51,37.04,0
1/19/15 13:51,37.94,0
1/19/15 14:51,39.02,0
1/19/15 15:51,39.92,0
1/19/15 16:51,41,0
1/19/15 17:51,41,0
1/19/15 18:51,39.92,0
1/19/15 19:51,41,0
1/19/15 20:51,41,0
1/19/15 21:51,39.92,0
1/19/15 22:51,39.92,0
1/19/15 23:51,39.92,0
1/20/15 0:51,39.02,0
1/20/15 1:51,39.02,0
1/20/15 2:51,39.02,0
1/20/15 3:51,39.02,0
1/20/15 4:51,39.02,0
1/20/15 5:51,37.94,0
1/20/15 6:51,37.94,0
1/20/15 7:51,37.04,0
1/20/15 8:51,37.04,0
1/20/15 9:51,35.96,0
1/20/15 10:51,35.06,0
1/20/15 11:51,33.98,0
1/20/15 12:51,33.98,0
1/20/15 13:51,35.06,0
1/20/15 14:51,35.06,0
1/20/15 15:51,37.04,0
1/20/15 16:51,37.04,0
1/20/15 17:51,39.02,0
1/20/15 18:51,39.02,0
1/20/15 19:51,39.92,0
1/20/15 20:51,39.92,0
1/20/15 21:51,39.02,0
1/20/15 22:51,37.94,0
1/20/15 23:51,37.94,0
1/21/15 0:51,37.04,0
1/21/15 1:51,35.96,0
1/21/15 2:51,35.06,0
1/21/15 3:51,33.08,0
1/21/15 4:51,32,0
1/21/15 5:51,30.92,0
1/21/15 6:51,30.02,0
1/21/15 7:51,28.94,0
1/21/15 9:51,26.96,0
1/21/15 10:51,26.06,0
1/21/15 11:51,24.98,0
1/21/15 12:51,26.06,0
1/21/15 13:51,26.96,0
1/21/15 14:51,28.94,0
1/21/15 15:51,28.94,0
1/21/15 16:51,32,0
1/21/15 17:51,35.06,0
1/21/15 18:51,35.06,0
1/21/15 19:51,35.06,0
1/21/15 20:51,35.06,0
1/21/15 21:51,33.98,0
1/21/15 22:51,33.98,0
1/21/15 23:51,33.98,0
1/22/15 0:51,35.06,0
1/22/15 1:51,33.98,0
1/22/15 2:51,33.98,0
1/22/15 3:51,33.08,0
1/22/15 4:51,33.98,0
1/22/15 5:51,33.08,0
1/22/15 6:38,33.98,0
1/22/15 6:51,33.98,0
1/22/15 7:02,33.98,0
1/22/15 7:16,33.98,0
1/22/15 7:51,33.08,0
1/22/15 8:51,32,0
1/22/15 9:51,32,0
1/22/15 10:08,32,0
1/22/15 10:16,30.92,0
1/22/15 10:28,32,0
1/22/15 10:51,32,0
1/22/15 11:11,32,0
1/22/15 11:24,32,0
1/22/15 11:38,32,0
1/22/15 11:51,30.92,0
1/22/15 11:53,30.92,0
1/22/15 12:44,30.92,0
1/22/15 12:51,30.92,0
1/22/15 12:59,30.92,0
1/22/15 13:51,32,0
1/22/15 14:06,30.92,0
1/22/15 14:51,32,0
1/22/15 15:51,33.08,0
1/22/15 16:51,35.06,0
1/22/15 17:51,35.96,0
1/22/15 18:51,37.94,0
1/22/15 19:51,39.02,0
1/22/15 20:51,39.02,0
1/22/15 21:51,37.94,0
1/22/15 22:51,37.94,0
1/22/15 23:51,37.04,0
1/23/15 0:51,35.06,0
1/23/15 1:51,33.98,0
1/23/15 2:51,33.08,0
1/23/15 3:51,32,0
1/23/15 4:51,30.92,0
1/23/15 5:51,30.92,0
1/23/15 6:51,30.92,0
1/23/15 7:51,30.02,0
1/23/15 8:51,28.94,0
1/23/15 9:51,28.04,0
1/23/15 10:51,28.04,0
1/23/15 11:51,28.04,0
1/23/15 12:51,28.04,0
1/23/15 13:51,28.94,0
1/23/15 14:51,30.02,0
1/23/15 15:51,30.92,0
1/23/15 16:51,33.08,0
1/23/15 17:51,35.96,0
1/23/15 18:51,37.94,0
1/23/15 19:51,37.94,0
1/23/15 20:51,39.02,0
1/23/15 21:51,37.94,0
1/23/15 22:51,37.94,0
1/23/15 23:51,37.04,0
1/24/15 0:51,37.04,0
1/24/15 1:51,37.04,0
1/24/15 2:51,37.04,0
1/24/15 3:51,37.04,0
1/24/15 4:51,37.04,0
1/24/15 5:17,35.06,T
1/24/15 5:30,33.98,0.01
1/24/15 5:51,33.98,0.01
1/24/15 5:59,33.98,T
1/24/15 6:24,35.06,T
1/24/15 6:33,33.98,0.01
1/24/15 6:37,33.98,0.02
1/24/15 6:51,33.08,0.04
1/24/15 7:51,33.08,0.19
1/24/15 8:51,33.08,0.13
1/24/15 9:35,33.08,0.07
1/24/15 9:44,33.08,0.09
1/24/15 9:51,33.08,0.09
1/24/15 10:24,33.08,0.06
1/24/15 10:51,33.08,0.11
1/24/15 10:59,33.08,0.01
1/24/15 11:11,33.08,0.03
1/24/15 11:22,33.08,0.04
1/24/15 11:51,33.08,0.09
1/24/15 12:38,33.08,0.01
1/24/15 12:51,33.08,0.01
1/24/15 13:02,33.08,T
1/24/15 13:51,33.98,0.01
1/24/15 14:51,33.98,0.02
1/24/15 15:51,35.06,0.01
1/24/15 16:04,35.06,0
1/24/15 16:34,35.06,0
1/24/15 16:41,35.06,0
1/24/15 16:51,35.06,0
1/24/15 17:25,35.06,0
1/24/15 17:39,35.06,0
1/24/15 17:51,35.06,0
1/24/15 18:00,35.06,0
1/24/15 18:21,35.06,0
1/24/15 18:51,35.96,0
1/24/15 19:51,37.04,0
1/24/15 20:06,35.96,0
1/24/15 20:51,37.04,0
1/24/15 20:58,35.96,0
1/24/15 21:27,35.96,0
1/24/15 21:51,37.04,0
1/24/15 22:51,37.94,0.01
1/24/15 23:51,37.94,0
1/25/15 0:51,37.94,0
1/25/15 1:51,37.94,0
1/25/15 2:51,35.96,0
1/25/15 3:51,35.96,0
1/25/15 4:51,35.96,0
1/25/15 5:51,37.04,0
1/25/15 6:51,37.04,0
1/25/15 7:51,37.04,0
1/25/15 8:51,35.96,0
1/25/15 9:51,33.98,0
